pre,post,class_1,class_2,cluster_1,cluster_2,layer_1,layer_2,synapse_class,total_contacts,L1-0,L1-5,L1-8,L1-16,L2,L3,L4-JSH,Adult-50,Adult-N2U
BAGL,BAGR,BAG,BAG,Taxis,Taxis,1,1,1,4,0,0,0,0,0,1,0,1,2
BAGR,BAGL,BAG,BAG,Taxis,Taxis,1,1,1,4,0,0,0,0,0,1,0,1,2
BAGL,RIAR,BAG,RIA,Taxis,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RIAR,BAGL,BAG,RIA,Anterior,Taxis,3,1,1,2,0,0,0,0,0,0,1,0,1
BAGL,RIBR,BAG,RIB,Taxis,Taxis,1,3,3,18,2,2,2,2,2,2,2,2,2
RIBR,BAGL,BAG,RIB,Taxis,Taxis,3,1,3,17,1,2,2,2,2,2,2,2,2
IL1DL,IL1L,IL1,IL1,Anterior,Anterior,1,1,1,5,1,0,0,0,1,0,0,2,1
IL1L,IL1DL,IL1,IL1,Anterior,Anterior,1,1,1,3,0,0,1,0,1,0,0,1,0
IL1DL,CEPDL,IL1,CEP,Anterior,Sublateral,1,1,0,0,0,0,0,0,0,0,0,0,0
CEPDL,IL1DL,IL1,CEP,Sublateral,Anterior,1,1,2,14,0,1,1,2,2,2,2,2,2
IL1DL,IL2DL,IL1,IL2,Anterior,Anterior,1,1,1,3,0,0,0,0,0,0,1,0,2
IL2DL,IL1DL,IL1,IL2,Anterior,Anterior,1,1,2,13,0,0,1,2,2,2,2,2,2
IL1DL,URADL,IL1,URA,Anterior,Anterior,1,2,1,4,0,0,0,0,1,0,0,1,2
URADL,IL1DL,IL1,URA,Anterior,Anterior,2,1,2,11,1,1,1,2,1,0,1,2,2
IL1DL,RIPL,IL1,RIP,Anterior,Anterior,1,2,3,18,2,2,2,2,2,2,2,2,2
RIPL,IL1DL,IL1,RIP,Anterior,Anterior,2,1,0,0,0,0,0,0,0,0,0,0,0
RMDR,RIBL,RMD,RIB,Unclassified,Taxis,3,3,1,1,0,0,0,0,0,0,0,0,1
RIBL,RMDR,RMD,RIB,Taxis,Unclassified,3,3,1,5,0,0,0,0,2,0,0,2,1
RMDR,IL1L,RMD,IL1,Unclassified,Anterior,3,1,3,18,2,2,2,2,2,2,2,2,2
IL1L,RMDR,RMD,IL1,Anterior,Unclassified,1,3,2,8,0,0,0,0,1,1,2,2,2
RIBL,RIGL,RIB,RIG,Taxis,Lateral,3,3,1,6,0,0,1,0,0,1,0,2,2
RIGL,RIBL,RIB,RIG,Lateral,Taxis,3,3,3,17,1,2,2,2,2,2,2,2,2
RIBL,AIZL,RIB,AIZ,Taxis,Taxis,3,3,1,6,0,0,0,1,2,0,1,1,1
AIZL,RIBL,RIB,AIZ,Taxis,Taxis,3,3,1,6,1,1,1,1,1,0,1,0,0
RIBL,AIYL,RIB,AIY,Taxis,Taxis,3,2,0,0,0,0,0,0,0,0,0,0,0
AIYL,RIBL,RIB,AIY,Taxis,Taxis,2,3,3,18,2,2,2,2,2,2,2,2,2
RIBL,AUAL,RIB,AUA,Taxis,Taxis,3,3,2,11,0,1,1,0,2,1,2,2,2
AUAL,RIBL,RIB,AUA,Taxis,Taxis,3,3,3,18,2,2,2,2,2,2,2,2,2
RIBL,AINR,RIB,AIN,Taxis,Taxis,3,2,1,1,0,0,0,0,0,0,0,0,1
AINR,RIBL,RIB,AIN,Taxis,Taxis,2,3,2,15,2,0,1,2,2,2,2,2,2
RIBL,SMDDR,RIB,SMD,Taxis,Lateral,3,3,2,8,0,0,0,2,2,0,1,2,1
SMDDR,RIBL,RIB,SMD,Lateral,Taxis,3,3,1,1,0,0,0,0,0,0,0,0,1
RIBL,AVL,RIB,AVL,Taxis,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
AVL,RIBL,RIB,AVL,Lateral,Taxis,3,3,1,1,0,0,0,0,0,0,0,1,0
RIBL,RMED,RIB,RMED,Taxis,Anterior,3,3,1,1,0,0,0,0,0,0,0,0,1
RMED,RIBL,RIB,RMED,Anterior,Taxis,3,3,2,2,0,0,0,0,0,0,0,0,2
RIBL,BAGR,RIB,BAG,Taxis,Taxis,3,1,3,17,1,2,2,2,2,2,2,2,2
BAGR,RIBL,RIB,BAG,Taxis,Taxis,1,3,3,18,2,2,2,2,2,2,2,2,2
RIBL,RIBR,RIB,RIB,Taxis,Taxis,3,3,0,0,0,0,0,0,0,0,0,0,0
RIBR,RIBL,RIB,RIB,Taxis,Taxis,3,3,0,0,0,0,0,0,0,0,0,0,0
AUAL,ADFL,AUA,ADF,Taxis,Taxis,3,1,1,2,0,0,0,0,0,0,0,1,1
ADFL,AUAL,AUA,ADF,Taxis,Taxis,1,3,3,16,2,2,1,2,2,2,2,1,2
AUAL,AIZL,AUA,AIZ,Taxis,Taxis,3,3,2,2,0,0,0,0,0,0,0,0,2
AIZL,AUAL,AUA,AIZ,Taxis,Taxis,3,3,1,1,0,0,0,0,1,0,0,0,0
AUAL,AIYL,AUA,AIY,Taxis,Taxis,3,2,2,2,0,0,0,0,0,0,0,0,2
AIYL,AUAL,AUA,AIY,Taxis,Taxis,2,3,1,4,1,0,0,1,0,0,0,2,0
AUAL,AFDL,AUA,AFD,Taxis,Taxis,3,1,0,0,0,0,0,0,0,0,0,0,0
AFDL,AUAL,AUA,AFD,Taxis,Taxis,1,3,1,1,0,0,0,0,1,0,0,0,0
AUAL,AINR,AUA,AIN,Taxis,Taxis,3,2,2,3,0,0,0,0,0,0,0,2,1
AINR,AUAL,AUA,AIN,Taxis,Taxis,2,3,3,18,2,2,2,2,2,2,2,2,2
AUAL,RIR,AUA,RIR,Taxis,Unclassified,3,3,1,1,0,0,0,0,0,0,0,1,0
RIR,AUAL,AUA,RIR,Unclassified,Taxis,3,3,1,6,0,1,1,0,1,1,0,1,1
IL1L,IL1VL,IL1,IL1,Anterior,Anterior,1,1,1,3,0,0,1,0,0,1,0,1,0
IL1VL,IL1L,IL1,IL1,Anterior,Anterior,1,1,1,3,0,0,0,0,0,1,0,0,2
IL1L,RMER,IL1,RME,Anterior,Anterior,1,3,2,10,2,1,2,1,0,0,0,2,2
RMER,IL1L,IL1,RME,Anterior,Anterior,3,1,1,6,0,0,1,0,2,0,0,1,2
IL1L,RMDDR,IL1,RMD,Anterior,Anterior,1,3,2,11,0,0,2,1,2,2,1,2,1
RMDDR,IL1L,IL1,RMD,Anterior,Anterior,3,1,1,3,0,0,0,0,1,0,1,0,1
IL1L,URAVL,IL1,URA,Anterior,Anterior,1,2,1,6,0,1,1,0,2,1,0,0,1
URAVL,IL1L,IL1,URA,Anterior,Anterior,2,1,2,7,0,0,0,1,1,2,0,1,2
ASJL,ALA,ASJ,ALA,Taxis,Taxis,1,3,2,3,0,0,0,0,0,0,0,2,1
ALA,ASJL,ASJ,ALA,Taxis,Taxis,3,1,1,4,0,0,0,2,1,0,0,0,1
ASJL,ASJR,ASJ,ASJ,Taxis,Taxis,1,1,0,0,0,0,0,0,0,0,0,0,0
ASJR,ASJL,ASJ,ASJ,Taxis,Taxis,1,1,0,0,0,0,0,0,0,0,0,0,0
ASJL,ASEL,ASJ,ASE,Taxis,Taxis,1,1,0,0,0,0,0,0,0,0,0,0,0
ASEL,ASJL,ASJ,ASE,Taxis,Taxis,1,1,1,1,0,0,0,0,0,0,0,0,1
ASJL,AIAL,ASJ,AIA,Taxis,Taxis,1,2,1,5,1,0,1,0,1,0,1,1,0
AIAL,ASJL,ASJ,AIA,Taxis,Taxis,2,1,1,1,0,0,0,0,0,0,0,0,1
ASJL,PVQL,ASJ,PVQ,Taxis,Taxis,1,2,3,18,2,2,2,2,2,2,2,2,2
PVQL,ASJL,ASJ,PVQ,Taxis,Taxis,2,1,2,13,1,1,2,2,2,1,2,1,1
ASJL,ASGL,ASJ,ASG,Taxis,Taxis,1,1,0,0,0,0,0,0,0,0,0,0,0
ASGL,ASJL,ASJ,ASG,Taxis,Taxis,1,1,1,2,1,0,0,0,0,0,0,1,0
AINR,AFDL,AIN,AFD,Taxis,Taxis,2,1,3,18,2,2,2,2,2,2,2,2,2
AFDL,AINR,AIN,AFD,Taxis,Taxis,1,2,1,2,0,0,0,0,0,0,0,1,1
RMED,RIPL,RMED,RIP,Anterior,Anterior,3,2,0,0,0,0,0,0,0,0,0,0,0
RIPL,RMED,RMED,RIP,Anterior,Anterior,2,3,0,0,0,0,0,0,0,0,0,0,0
RMED,URAVL,RMED,URA,Anterior,Anterior,3,2,0,0,0,0,0,0,0,0,0,0,0
URAVL,RMED,RMED,URA,Anterior,Anterior,2,3,1,3,1,2,0,0,0,0,0,0,0
RMED,RMEL,RMED,RME,Anterior,Anterior,3,3,1,2,0,0,1,1,0,0,0,0,0
RMEL,RMED,RMED,RME,Anterior,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RMER,URAVL,RME,URA,Anterior,Anterior,3,2,1,2,1,1,0,0,0,0,0,0,0
URAVL,RMER,RME,URA,Anterior,Anterior,2,3,1,5,0,0,0,0,1,0,2,0,2
RMER,RMEL,RME,RME,Anterior,Anterior,3,3,1,2,0,0,0,0,0,0,2,0,0
RMEL,RMER,RME,RME,Anterior,Anterior,3,3,1,2,0,0,0,0,0,0,2,0,0
URADL,RIPL,URA,RIP,Anterior,Anterior,2,2,3,18,2,2,2,2,2,2,2,2,2
RIPL,URADL,URA,RIP,Anterior,Anterior,2,2,0,0,0,0,0,0,0,0,0,0,0
URADL,CEPDL,URA,CEP,Anterior,Sublateral,2,1,1,1,0,0,0,0,0,0,1,0,0
CEPDL,URADL,URA,CEP,Sublateral,Anterior,1,2,2,13,0,2,2,0,2,2,2,1,2
URADL,IL2DL,URA,IL2,Anterior,Anterior,2,1,0,0,0,0,0,0,0,0,0,0,0
IL2DL,URADL,URA,IL2,Anterior,Anterior,1,2,2,16,0,2,2,2,2,2,2,2,2
RMEL,AVL,RME,AVL,Anterior,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
AVL,RMEL,RME,AVL,Lateral,Anterior,3,3,1,7,0,1,2,2,1,0,0,1,0
RMEL,RIPL,RME,RIP,Anterior,Anterior,3,2,0,0,0,0,0,0,0,0,0,0,0
RIPL,RMEL,RME,RIP,Anterior,Anterior,2,3,1,1,0,0,0,0,0,0,1,0,0
RMEL,RMEV,RME,RME,Anterior,Anterior,3,3,1,1,0,0,0,0,0,0,0,0,1
RMEV,RMEL,RME,RME,Anterior,Anterior,3,3,1,2,0,0,0,0,1,0,1,0,0
RMEL,URAVL,RME,URA,Anterior,Anterior,3,2,0,0,0,0,0,0,0,0,0,0,0
URAVL,RMEL,RME,URA,Anterior,Anterior,2,3,3,17,2,2,2,2,2,2,1,2,2
RMEL,IL2VR,RME,IL2,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL2VR,RMEL,RME,IL2,Anterior,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RMEL,URAVR,RME,URA,Anterior,Anterior,3,2,1,2,1,1,0,0,0,0,0,0,0
URAVR,RMEL,RME,URA,Anterior,Anterior,2,3,1,5,0,0,0,0,1,0,2,0,2
RMEL,IL2R,RME,IL2,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL2R,RMEL,RME,IL2,Anterior,Anterior,1,3,2,3,0,0,0,0,0,0,0,1,2
RMEL,IL1R,RME,IL1,Anterior,Anterior,3,1,1,6,0,0,1,0,2,0,0,1,2
IL1R,RMEL,RME,IL1,Anterior,Anterior,1,3,2,10,2,1,2,1,0,0,0,2,2
RMEV,IL1VL,RME,IL1,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL1VL,RMEV,RME,IL1,Anterior,Anterior,1,3,0,0,0,0,0,0,0,0,0,0,0
RMEV,RIGL,RME,RIG,Anterior,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIGL,RMEV,RME,RIG,Lateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
ASIL,AIAL,ASI,AIA,Taxis,Taxis,1,2,2,14,1,0,2,1,2,2,2,2,2
AIAL,ASIL,ASI,AIA,Taxis,Taxis,2,1,1,3,0,0,0,0,1,0,1,0,1
ASIL,ASEL,ASI,ASE,Taxis,Taxis,1,1,1,3,1,0,1,0,0,0,0,0,1
ASEL,ASIL,ASI,ASE,Taxis,Taxis,1,1,1,2,1,0,0,0,0,0,0,1,0
ASIL,ASGL,ASI,ASG,Taxis,Taxis,1,1,2,11,0,0,1,1,1,2,2,2,2
ASGL,ASIL,ASI,ASG,Taxis,Taxis,1,1,0,0,0,0,0,0,0,0,0,0,0
ASIL,AWCR,ASI,AWC,Taxis,Taxis,1,1,2,15,1,1,1,2,2,2,2,2,2
AWCR,ASIL,ASI,AWC,Taxis,Taxis,1,1,1,3,0,0,0,0,0,1,0,1,1
ADFL,AIZL,ADF,AIZ,Taxis,Taxis,1,3,3,18,2,2,2,2,2,2,2,2,2
AIZL,ADFL,ADF,AIZ,Taxis,Taxis,3,1,1,7,1,0,0,2,1,1,0,0,2
ADFL,AIYL,ADF,AIY,Taxis,Taxis,1,2,1,7,1,1,1,0,1,1,1,0,1
AIYL,ADFL,ADF,AIY,Taxis,Taxis,2,1,1,9,2,2,1,2,0,0,0,1,1
ADFL,RIR,ADF,RIR,Taxis,Unclassified,1,3,2,11,0,2,0,1,2,0,2,2,2
RIR,ADFL,ADF,RIR,Unclassified,Taxis,3,1,2,8,0,0,1,0,0,2,1,2,2
ADFL,AIAL,ADF,AIA,Taxis,Taxis,1,2,1,5,1,0,1,1,0,0,0,1,1
AIAL,ADFL,ADF,AIA,Taxis,Taxis,2,1,1,3,0,1,0,0,1,0,0,0,1
AIAL,AWCR,AIA,AWC,Taxis,Taxis,2,1,2,12,1,0,2,1,2,1,1,2,2
AWCR,AIAL,AIA,AWC,Taxis,Taxis,1,2,3,17,2,1,2,2,2,2,2,2,2
AIAL,AIZL,AIA,AIZ,Taxis,Taxis,2,3,1,6,0,0,0,1,1,2,0,0,2
AIZL,AIAL,AIA,AIZ,Taxis,Taxis,3,2,3,16,2,1,1,2,2,2,2,2,2
AIAL,ASEL,AIA,ASE,Taxis,Taxis,2,1,1,6,0,0,0,1,1,0,2,0,2
ASEL,AIAL,AIA,ASE,Taxis,Taxis,1,2,2,11,0,0,0,1,2,2,2,2,2
AIAL,ASGL,AIA,ASG,Taxis,Taxis,2,1,2,9,0,0,1,0,1,2,1,2,2
ASGL,AIAL,AIA,ASG,Taxis,Taxis,1,2,3,18,2,2,2,2,2,2,2,2,2
AIAL,PVQL,AIA,PVQ,Taxis,Taxis,2,2,1,4,0,1,1,0,0,0,0,1,1
PVQL,AIAL,AIA,PVQ,Taxis,Taxis,2,2,3,18,2,2,2,2,2,2,2,2,2
AIZL,RIGL,AIZ,RIG,Taxis,Lateral,3,3,1,1,0,0,0,0,0,0,0,0,1
RIGL,AIZL,AIZ,RIG,Lateral,Taxis,3,3,2,15,1,1,1,2,2,2,2,2,2
AIZL,AFDL,AIZ,AFD,Taxis,Taxis,3,1,1,1,0,0,0,0,0,0,0,0,1
AFDL,AIZL,AIZ,AFD,Taxis,Taxis,1,3,1,3,0,0,0,1,1,0,0,1,0
AIZL,AIYL,AIZ,AIY,Taxis,Taxis,3,2,1,5,0,0,0,0,1,1,2,1,0
AIYL,AIZL,AIZ,AIY,Taxis,Taxis,2,3,3,18,2,2,2,2,2,2,2,2,2
AIZL,ASEL,AIZ,ASE,Taxis,Taxis,3,1,2,11,0,1,0,0,2,2,2,2,2
ASEL,AIZL,AIZ,ASE,Taxis,Taxis,1,3,1,6,1,0,0,1,2,1,0,0,1
AIZL,RIR,AIZ,RIR,Taxis,Unclassified,3,3,0,0,0,0,0,0,0,0,0,0,0
RIR,AIZL,AIZ,RIR,Unclassified,Taxis,3,3,3,17,1,2,2,2,2,2,2,2,2
AIZL,BAGR,AIZ,BAG,Taxis,Taxis,3,1,1,5,0,0,0,1,0,1,1,2,0
BAGR,AIZL,AIZ,BAG,Taxis,Taxis,1,3,1,2,0,0,0,0,0,1,0,0,1
AIYL,AWCR,AIY,AWC,Taxis,Taxis,2,1,1,2,0,0,0,0,0,0,1,0,1
AWCR,AIYL,AIY,AWC,Taxis,Taxis,1,2,3,16,1,2,2,2,2,2,2,2,1
AIYL,ASER,AIY,ASE,Taxis,Taxis,2,1,2,2,0,0,0,0,0,0,0,0,2
ASER,AIYL,AIY,ASE,Taxis,Taxis,1,2,3,17,2,2,2,2,2,2,1,2,2
AIYL,AFDL,AIY,AFD,Taxis,Taxis,2,1,2,9,0,0,0,2,1,1,2,1,2
AFDL,AIYL,AIY,AFD,Taxis,Taxis,1,2,3,18,2,2,2,2,2,2,2,2,2
AIYL,BAGR,AIY,BAG,Taxis,Taxis,2,1,2,10,2,0,1,2,2,0,1,2,0
BAGR,AIYL,AIY,BAG,Taxis,Taxis,1,2,2,4,0,0,0,0,0,0,2,1,1
AIYL,ASEL,AIY,ASE,Taxis,Taxis,2,1,1,6,0,0,1,0,0,0,2,2,1
ASEL,AIYL,AIY,ASE,Taxis,Taxis,1,2,3,18,2,2,2,2,2,2,2,2,2
AIYL,RIR,AIY,RIR,Taxis,Unclassified,2,3,1,5,0,1,0,0,0,2,1,0,1
RIR,AIYL,AIY,RIR,Unclassified,Taxis,3,2,1,4,0,0,1,0,0,2,0,1,0
ASEL,AWCR,ASE,AWC,Taxis,Taxis,1,1,2,10,1,1,1,1,2,0,1,1,2
AWCR,ASEL,ASE,AWC,Taxis,Taxis,1,1,1,7,0,0,1,1,1,1,1,0,2
ASEL,ASGL,ASE,ASG,Taxis,Taxis,1,1,1,1,0,0,0,0,0,0,0,1,0
ASGL,ASEL,ASE,ASG,Taxis,Taxis,1,1,1,3,0,1,0,0,1,0,0,0,1
ASEL,AFDR,ASE,AFD,Taxis,Taxis,1,1,2,12,1,1,1,0,2,2,1,2,2
AFDR,ASEL,ASE,AFD,Taxis,Taxis,1,1,1,5,0,0,0,0,1,1,0,1,2
PVQL,ALA,PVQ,ALA,Taxis,Taxis,2,3,1,3,0,0,0,0,0,0,1,2,0
ALA,PVQL,PVQ,ALA,Taxis,Taxis,3,2,0,0,0,0,0,0,0,0,0,0,0
PVT,RIGL,PVT,RIG,Lateral,Lateral,2,3,3,17,2,2,1,2,2,2,2,2,2
RIGL,PVT,PVT,RIG,Lateral,Lateral,3,2,1,5,1,1,0,0,0,1,0,1,1
BAGR,RIGL,BAG,RIG,Taxis,Lateral,1,3,2,16,0,2,2,2,2,2,2,2,2
RIGL,BAGR,BAG,RIG,Lateral,Taxis,3,1,3,18,2,2,2,2,2,2,2,2,2
CEPVL,IL1VL,CEP,IL1,Anterior,Anterior,1,1,2,13,0,0,1,2,2,2,2,2,2
IL1VL,CEPVL,CEP,IL1,Anterior,Anterior,1,1,1,1,0,0,0,0,0,0,1,0,0
IL1VL,RIPL,IL1,RIP,Anterior,Anterior,1,2,3,18,2,2,2,2,2,2,2,2,2
RIPL,IL1VL,IL1,RIP,Anterior,Anterior,2,1,0,0,0,0,0,0,0,0,0,0,0
IL1VL,URAVL,IL1,URA,Anterior,Anterior,1,2,2,6,0,0,0,0,1,0,2,1,2
URAVL,IL1VL,IL1,URA,Anterior,Anterior,2,1,2,8,0,0,0,0,2,1,1,2,2
RIPL,IL2DL,RIP,IL2,Anterior,Anterior,2,1,0,0,0,0,0,0,0,0,0,0,0
IL2DL,RIPL,RIP,IL2,Anterior,Anterior,1,2,3,18,2,2,2,2,2,2,2,2,2
RIPL,URAVL,RIP,URA,Anterior,Anterior,2,2,1,1,0,0,0,0,0,0,0,0,1
URAVL,RIPL,RIP,URA,Anterior,Anterior,2,2,3,18,2,2,2,2,2,2,2,2,2
DVC,RIGL,DVC,RIG,Lateral,Lateral,3,3,2,16,0,2,2,2,2,2,2,2,2
RIGL,DVC,DVC,RIG,Lateral,Lateral,3,3,2,10,0,2,0,2,1,1,1,2,1
RIGL,RIR,RIG,RIR,Lateral,Unclassified,3,3,2,16,2,2,0,2,2,2,2,2,2
RIR,RIGL,RIG,RIR,Unclassified,Lateral,3,3,2,10,0,0,1,0,1,2,2,2,2
RIGL,AVKR,RIG,AVK,Lateral,Lateral,3,3,2,16,2,2,0,2,2,2,2,2,2
AVKR,RIGL,RIG,AVK,Lateral,Lateral,3,3,1,6,1,0,0,0,1,1,2,0,1
CEPDL,SMDDR,CEP,SMD,Sublateral,Lateral,1,3,1,5,2,0,0,2,0,0,0,1,0
SMDDR,CEPDL,CEP,SMD,Lateral,Sublateral,3,1,1,7,1,0,1,0,2,0,2,1,0
CEPDL,IL2DL,CEP,IL2,Sublateral,Anterior,1,1,1,2,0,0,0,0,0,0,1,0,1
IL2DL,CEPDL,CEP,IL2,Anterior,Sublateral,1,1,1,1,0,0,0,0,0,0,0,0,1
ASER,AFDL,ASE,AFD,Taxis,Taxis,1,1,2,12,1,1,1,0,2,2,1,2,2
AFDL,ASER,ASE,AFD,Taxis,Taxis,1,1,1,5,0,0,0,0,1,1,0,1,2
